UT,Ack_text,Funders,Funders_Text,row_id
WOS:000391391800005,0,,,4785
WOS:000391391800006,0,,,4786
WOS:000391391800007,0,,,4787
WOS:000391391800008,"I am grateful to Steve Awodey, Patricia Blanchette, Andre Carus, Richard Creath, Branden Fitelson, Hannes Leitgeb, Erich Reck, Georg Schiemer, Neil Tennant and Clinton Tolley for helpful conversations and comments. I am especially thankful to Michael Friedman who provided invaluable feedback on several earlier drafts of this paper, to Michael Potter for years of helpful discussions about Frege and to two anonymous referees for extremely insightful comments. Finally, I would like to thank Mara-Daria Cojocaru and Humphrey Stumpfkorn. I alone am to blame for any remaining errors. Work on this paper was funded by the Alexander von Humboldt Foundation whose support I gratefully acknowledge.",,,4788
WOS:000391391800009,"The unpublished texts listed above are quoted by permission of the University of Pittsburgh and the Carnap heirs, respectively, which is gratefully acknowledged. I am also grateful to Georg Schiemer for organizing the conference at the Munich Center for Mathematical Philosophy in July 2013 where an earlier version of this paper was presented, as well as to Thomas Uebel, Florian Steinberger, Pierre Wagner and two anonymous referees for perceptive comments that greatly improved the paper. The influence of many conversations with Howard Stein and Michael Friedman on the overall viewpoint of the paper is pervasive.",,,4789
WOS:000391391800010,"I am grateful to the Archive of Scientific Philosophy, Hillman Library, University of Pittsburgh, for permission to publish this document; all rights are reserved. I am especially grateful to Brigitta Arden for her assistance with a few questionable transcriptions, drawing on her extensive experience with Carnap’s shorthand manuscripts. Florian Steinberger, Rick Creath, and Michael Friedman provided useful comments and feedback at various points in the evolution of the introductory comments; Thomas Uebel, Christian Dambock, and two anonymous reviewers provided very helpful feedback on the final draft. I am grateful to Georg Schiemer and the editors of Synthese, Otavio Bueno and Gila Sher, for their willingness to publish this fragment and their encouragement in seeing the idea through to completion.",,,4790
WOS:000391391800011,0,,,4791
WOS:000391391800012,"A previous version was presented in 2013 at the workshop Carnap on Logic at the Ludwig-Maximilians-Universität München, some aspects were presented in 2013 at the workshop Formal Epistemology and the Legacy of Logical Empiricism at the University of Texas at Austin and in 2012 at the Groningen/Munich Summer School Formal Methods in Philosophy under the title “The Criteria for the Empirical Significance of Terms”. I thank the audiences for helpful comments and discussions, and I especially thank two anonymous reviewers for a multitude of excellent comments, corrections, and suggestions. Research for this article was supported by the Alexander von Humboldt Foundation.",,,4792
WOS:000394286600002,0,,,4793
WOS:000394286600003,"I would like to thank Michael Stoeltzner for having organized a workshop on the philosophy of the LHC in which I had fruitful discussions with him, as well as with Koray Karaca, Richard Dawid, and Ken Staley about various philosophical aspects of High Energy Physics. They also proposed relevant reading suggestions that helped me writing this paper. I would like to thank Tim Atherton and Diego Casadei for their helpful comments and suggestions regarding unfolding techniques and Bayesian statistics. I would finally like to thank Tim Atherton, as well as Philippe Labarre and Moon Duchin for their careful reading of the manuscripts and their numerous very useful suggestions.",,,4794
WOS:000394286600004,"This work was supported by the project “Dynamic Systems in nature and society: philosophical and empirical aspects” (evidence # 179041) financed by the Ministry of Education, science and technological development of the Republic of Serbia. I am grateful to Helge Kragh, Brian Hepburn, Samuel Schindler, John Norton, and graduate students in the course I taught at the Department of the History and Philosophy of Science at the University of Pittsburgh for commenting on the very first draft of the manuscript; Allan Franklin and Harry Collins for their encouragement and gentle criticism; and especially two anonymous referees for an outstanding effort to improve my argument.",,,4795
WOS:000394286600005,"I am grateful to Christian Zeitnitz, Friedrich Steinle, Pierre-Hugues Beauchemin, Allan Franklin, Margaret Morrison, Michela Massimi, Giora Hon, Paolo Beltrame and two anonymous referees of Synthese for helpful discussions and comments on earlier versions of this paper. I am grateful to Richard Dawid, the editor of this special issue, for his editorial guidance and patience. I also gratefully acknowledge helpful discussions with Robert Cousins, Deborah Mayo, Gregor Schiemann, Erhard Scholz, Kent Staley, Michael Stöltzner and Efe Yazgan. Earlier versions of this paper have been presented at conferences and colloquia at the University of Wuppertal, the University of Edinburgh, the University of Haifa, the University of Konstanz, the University of Milan-Bicocca, the University of Nancy and Virginia Tech. I thank the audiences at these events for their feedback. This research is funded by the German Research Foundation (DFG) under project reference: Epistemologie des LHC (PAK 428)—GZ: STE 717/3-1.",,,4796
WOS:000394286600006,"I would like to thank Richard Dawid for his editorial patience and encouragement. This paper grew out of a presentation at a conference organized by Michael Stoltzner, and I would like to thank Michael and other participants, including Richard Dawid, Hugo Beauchemin, Robert Cousins, and Koray Karaca for their insights into these issues. Conversations with Deborah Mayo and Allan Franklin were also helpful. I am especially grateful to three anonymous referees whose generous comments on earlier drafts were very helpful in improving this paper.",,,4797
WOS:000394286600007,I am grateful to three undisclosed referees for very helpful comments. This work was funded in part by the FWF grant P19450-N16 and the DFG grant DA 1633 2-1.,,,4798
WOS:000394286600009,"This paper has emerged from the research group “Epistemology of the LHC” funded by the German Science Foundation (DFG). I am grateful to all members of this group for a large number of informative and critical discussions. An early version has been presented at a workshop at the University of South Carolina in April 2014 that was organized by Richard Dawid and myself and supported by a USC Provost Grant, the USC Nanocenter, and the Department of Philosophy. Later versions were delivered while I was a visiting scholar at the Munich Center for Mathematical Philosophy (MCMP) and as a colloquium talk at the Bielefeld Institute for the Interdisciplinary Study of Science (I2SOS). I am grateful for all the manifold feedback that I have received on those occasions. I am also indebted to the anonymous referees for their comments and helpful suggestions.",,,4799
WOS:000394286600010,"Work for this article has been funded by the Swiss National Science Foundation (grant no. 145409), and has been carried out at the Centre for Philosophy of Natural and Social Science of the London School of Economics and Political Science, the Max Planck Institute for the History of Science, and at my home institution, the Technical University Berlin. The central ideas presented here originated in discussions at the history and philosophy of science unit at the University of Bern, in particular within the “MetaATLAS” group consisting of Gerd Graßhoff, Basil Marti, Maya Schefer, and me. I also thank Hans Peter Beck for valuable discussions, and the two reviewers for their detailed and constructive comments.",,,4800
WOS:000394286600011,"The author wishes to thank G. Giudice, G. Kane, S. Martin, A. Pierce, R. Stuart, and M. Veltman for helpful discussions on these matters.",,,4801
WOS:000394286600012,0,,,4802
WOS:000394286600013,This paper has been greatly improved thanks to extensive and penetrating comments by three anonymous referees for this journal.,,,4803
WOS:000394286600014,Thanks to Dave Matheson for his encouragement and comments on this paper from its early stages. Thanks to Melissa Frankel and Andy Brook for their comments when I presented an earlier version of this paper at the departmental colloquium at Carleton University. Thanks to Christa Dakin for drawing my attention to theories of learning. Thanks to the anonymous referees for this journal for their extensive comments. And thanks to Loren Bouchard (creator of Bob’s Burgers) for his cast of characters.,,,4804
WOS:000394286600015,"Research for this paper was partially supported by the projects FFI2012-33550 of the Minister of Economy and Competitiveness (Government of Spain), and IT644-13 of the Department of Education, Language Policy and Culture (Basque Government).",,,4805
WOS:000394286600016,0,,,4806
WOS:000394286600017,I would like to thanks the anonymous reviewers for their insightful and constructive comments.,,,4807
WOS:000394286600019,0,,,4808
WOS:000394286600008,"I thank my colleagues in high energy physics, and in the CMS collaboration in particular, for many useful discussions. I am grateful to members of the CMS Statistics Committee, for comments on an early draft of the manuscript, and in particular to Luc Demortier and Louis Lyons for continued discussions. Tom Ferbel provided invaluable detailed comments on two previous versions that I posted on the arXiv. The PhyStat series of workshops organized by Louis Lyons has led to many fruitful discussions and enlightening contact with prominent members of the statistics community. This material is based upon work partially supported by the U.S. Department of Energy under Award Number DE-SC0009937.",,,4809
WOS:000394286600018,"The author would like to thank David Braddon-Mitchell, Kristie Miller and the audience at the 2015 “From Here to Eternity” conference at the University of Sydney for useful discussion of an earlier version of this paper.",,,4810
WOS:000399256200001,"This special issue was partly supported by Marie Curie Actions—Intra-European Fellowship (FP7-PEOPLE-2011-IEF, project no. 298633). I would like to thank the speakers and participants at the conference on “The Future of Social Cognition: Paradigms, Concepts and Experiments”, Ruhr-Universität Bochum (12th–14th June 2014) organised within the Marie Curie Fellowship. Also, thanks to Alois Pichler, Wittgenstein Archives Bergen, Department of Philosophy, University of Bergen for providing me with a workspace for part of the time I worked on this special issue.",,,4811
WOS:000399256200002,0,,,4812
WOS:000399256200003,I would like to thank Steve Butterfill for very helpful comments and discussion. Thank you very much to Alexander Dieball for help with the references.,,,4813
WOS:000399256200004,"This research was generously funded by the Arts and Humanities Research Council (AHRC) as a part of the Knowledge of Emotion project. The central idea of this paper was suggested to me by a comment made by Tom Smith several years ago during a reading group on Adam Smith. I thank him for that gift, without holding him responsible for the use to which I have put it. Most of the things I know about empathy, I learned from discussions with Gayle Impey and Peter Goldie. Thanks. Peter is, of course and always, greatly missed. The paper was written for a symposium, with Pierre Jacob and Hans Bernhard Schmid, at Collective Intentionality VIII. Pierre’s penetrating comments in our discussion both before and during the symposium, have done a great deal to shape my view. I have also received insightful comments from audiences at Manchester and Edinburgh. In particular, I thank Olle Blomberg, Michael Bratman, Suilin Lavelle, Mark Sprevak and Tillmann Vierkent. Thanks also to two anonymous reviewers for this journal. As ever, my biggest thanks are to Ann.",,,4814
WOS:000399256200006,"Previous versions of this paper were presented at conferences in Copenhagen, Vienna, Bochum, and Kirchberg am Wechsel. I am grateful to all audiences for helpful comments. I owe a particular debt of gratitude to two referees at Synthese for pressing me to make a number of significant improvements to the paper.",,,4815
WOS:000399256200007,0,,,4816
WOS:000399256200008,0,,,4817
WOS:000399256200011,One of us (VK) acknowledges support from the research program “Thalis” co-financed by the European Union (ESF) and the Hellenic Research Council (project 70-3-11604).,,,4818
WOS:000399256200012,"I thank Jan Degenaar, Fred Keijzer, Erik Myin, Michael Turvey and two anonymous reviewers for their useful comments on previous drafts of this paper.",,,4819
WOS:000399256200013,"This paper profited greatly from discussions with Wolfgang Spohn, Michael De, Lars Danzer, Eric Raidl, and the other members of a reading group on The Laws of Belief at the University of Konstanz. I would also like to thank the participants at Thomas Müller’s colloquium, Keith Stenning, Paul Piwek, the reviewers of Synthese, Hans Rott, and the audience at AISB50 for insightful discussions.",,,4820
WOS:000399256200014,"I wish to thank Ron Aboodi, Dan Baras, Meir Buzaglo, Ravit Dotan, Katherine Hawley, Ran Lanzet, Ofer Malcai, Andy Peet, Dawn Phillips, Amnon and Yaron Pitkovski and Gil Sagi. I also wish to thank anonymous referees for ‘Synthese’ for very helpful comments and suggestions. Special thanks to Aviv Hoffmann and Sonya Roca-Royes for extensive and valuable discussions and comments.",,,4821
WOS:000399256200015,"I would like to thank Kasia Jaszczolt for her inspiration, support and many hours of discussion on this and related topics. Special thanks are also due to Emma Borg, Hsiang-Yun Chen, Jamie Douglas, Chi-he Elder, Eleni Kapogianni, Stefano Predelli, Luca Sbordone and two anonymous reviewers of this journal for their comments on earlier versions of the paper. This work was presented at the Third International Conference on Philosophy of Language and Linguistics (University of Lodz) and the Investigating Semantics: Empirical and Philosophical Approaches Conference (Ruhr-University Bochum). I thank the organisers and the audience for helpful responses. This research was supported by a Leverhulme Research Project Grant for the ‘Expressing the Self: Cultural diversity and cognitive universals’ project (RPG-2014-017), and by a BP Centenary Studentship at Murray Edwards College.",,,4822
WOS:000399256200016,"I owe special thanks to Max Baker-Hytch, Laura Callahan, Joshua Layton-Wood, Brian Leftow, Tim Mawson, Andrew Moon, Mark Nelson, Danielle Willard-Kyle and three anonymous reviewers for their helpful comments on previous drafts of this paper. Each of them is truly a great mind.",,,4823
WOS:000399256200005,0,,,4824
WOS:000399256200009,"I’d like to thank John Doris, Josh Knobe, Victor Kumar, Ron Mallon, Eric Margolis, Philip Robbins, Carolina Sartorio, Nina Strohminger, Hannah Tierney, Jonathan Weinberg, two anonymous referees, and especially Alisabeth Ayars and Iris Oved for comments and discussion on earlier versions of this paper.",,,4825
WOS:000399256200010,0,,,4826
WOS:000399286600002,"Thanks to Richard Boyd, Rebecca Copenhaver, Marc Ereshefsky, J. M. Fritzman, Thomas Hurka, Joel Martinez, Bill Rottschaefer, and Nicholas D. Smith for useful conversations about human nature, virtue ethics, and evolutionary biology. Likewise, thanks to Boyd, Copenhaver, Fritzman, Rottschaefer, and Smith for detailed comments on an earlier draft. Without these conversations and comments, this paper would not exist. Additionally, I thank John Basl and Sune Holm for their interest and support in this paper and two anonymous reviewers for their comments.",,,4827
WOS:000399286600003,"I am grateful to have presented this work at several conferences and workshops with audiences who were generous enough to provide feedback and help shape the views in this paper. In particular I’m grateful for being hosted at The Workshop on Teleological Organisation held at the Carlsberg Academi in Copehagen, The Rocky Mountain Ethics Congress, and the Workshop on Value Theory in Environmental Ethics in Montreal sponsored by CRE and QCBS. I owe a special debt to the following individuals who have contributed to this work: Matt Barker, Jeff Behrends, Fred Bouchard, Antoine Dussault, Mylan Engels Jr., Valéry Giroux, Dan Hausman, Ben Hale, Sune Holm, Wybo Houkes, Elselijn Kingma, Matt Kopec, Greg Mikkelson, Karen Neander, John Nolt, Jay Odenbaugh, Samir Okasha, Simon Rippon, Ronald Sandler, Elliott Sober, Robert Streiffer, Mike Titelbaum, Gary Varner, and Arno Wouters. I also received excellent feedback from two anonymous reviewers at Synthese whose comments improved this paper greatly.",,,4828
WOS:000399286600004,This paper has undergone substantial revisions. I would like to thank the anonymous reviewers for their valuable comments. Also thanks to Louisa Holt for helpful comments. The research for the paper was supported by a grant from the Danish Council for Independent Research (DFF-4180-00146).,,,4829
WOS:000399286600005,"This work was funded by Ministerio de Ciencia y Innovación, Spain (‘Juan de la Cierva’ program to LB); Research Project of the Spanish Government (FFI2011-25665 to LB) and by the Basque Government (IT 590-13, postdoctoral fellowship to LB).",,,4830
WOS:000399286600006,0,,,4831
WOS:000399286600007,"I am grateful to the anonymous referees for Synthese who persevered in forcing me to clarify the argument of this paper. Earlier versions of the paper were presented at colloquia, workshops and conferences over the past decade. I want to thank the organizers and the members of the audiences for the stimulating discussions from which I benefited on those occasions. Early versions (under various titles) were presented at the ‘Functions in Action Workshop’, in Heidelberg, Germany, on January 11, 2007; at the Department of Philosophy, Virginia Commonwealth University, September 28th, 2007; at the ‘Form, Function and Homology Conference: Duke’s 8th Annual Conference in Philosophy & Biology and the Annual Consortium for the History and Philosophy of Biology’, on May 22nd, 2009, at Duke University; and in the workshop, ‘Norms and Teleological Organization’, in Copenhagen, Denmark, on July 2012, which was organized by John Basl and Sune Holm. I also want to thank John Basl for pressing me to submit the paper to Synthese for this issue.",,,4832
WOS:000399286600008,"We would like to thank Bence Nanay, John Troyer, members of the Lake Geneva Biological Interest Group, and two anonymous referees for their valuable assistance. B. Leahy was supported by DFG Research Group 1614 “What if: On the meaning, relevance, and epistemology of counterfactual claims and thought experiments”. M. Huber was supported by the Swiss National Science Foundation Grant 140885 “Counterfactual Reasoning in Biology”.",,,4833
WOS:000399286600009,"Thanks to Josh Alexander, Wes Buckwalter, Greg Gandenberger, Balazs Gyenis, John Hummel, Josh Knobe, Dan Korman, Conor Mayo-Wilson, Derek Powell, David Rose, Jonah Schupbach, Eric Schwitzgebel, John Turri, Jonathan Waskan, Dan Malinsky, Shaun Nichols, and two anonymous referees for comments on earlier drafts.",,,4834
WOS:000399286600010,"A version of this paper was presented at the 2012 Actuality and Subjunctivity Workshop at the University of California, Irvine. Special thanks are extended to Kai Wehmeier, Aldo Antonelli, and Rohan French for helpful comments on earlier drafts. I would also like to thank both of the anonymous referees.",,,4835
WOS:000399286600011,"Thanks to the audiences of the following conferences for helpful feedback on the material of this paper: 2012 EEN Meeting, Universities of Bologna and Modena (2012); CCPEA, Academia Sinica, Taipei (2012); 2013 Bled Philosophical Conferences, Bled (2013); Epistemic Justification and Reasons, University of Luxembourg (2013); Neue Perspektiven der Epistemischen Rechtfertigung, University of Dresden (2013), Saving Safety, Bonn (2013), Yonsei Philosophy Summer Conference, Yonsei University (2014); Normative Epistemic Reasons, University of Luxembourg (2014), The Virtue Turn, University of Taipei (2014); 2015 Bled Philosophical Conferences, Bled (2015). Thanks also to the Leuven Epistemology Group and two anonymous referees of this journal for their feedback on the paper. Special thanks to Harmen Ghijsen and Mona Simionescu for commenting on various versions of the paper. This work was funded by grants from KU Leuven’s Special Research Fund (BOF) and Research Foundation Flanders (FWO).",,,4836
WOS:000399286600012,I am grateful to Elliott Sober as well as the anonymous reviewers at Synthese for many helpful comments and suggestions.,,,4837
WOS:000399286600013,"We would like to thank Henk de Regt for comments on this draft, Tania Lombrozo for her continued support, Kareem Khalifa for clarification regarding his views and comments on a draft, Don Hubin for a particularly poignant question regarding Copernican astronomers, Soazig Le Bihan for invaluable conversation, helpful referee comments, and the John Templeton Foundation Varieties of Understanding grant and its administrators for funding the present research.",,,4838
WOS:000399286600014,"I would like to thank Agustin Rayo, Robert Stalnaker and Roger White for discussion of early versions of this paper.",,,4839
WOS:000399286600015,"We would like to thank (in alphabetical order) Arndt Broder, Andreas Glockner, Bjorn Meder, Michael Schippers and Mark Siebel for their contributions. We would also like to thank the participants of the Operationalization Workshop 2013 in Freiburg for helpful comments. This work was supported by grant SI 1731/1-1 to Mark Siebel and grant GL 632/3-1 and BR 2130/8-1 to Andreas Glöckner and Arndt Bröder from the Deutsche Forschungsgemeinschaft (DFG) as part of the priority program “New Frameworks of Rationality” (SPP 1516).",,,4840
WOS:000399286600016,"I would like to thank two anonymous referees of the journal for their comments, which helped improve an earlier version of the paper. All the remaining mistakes and infelicities are my sole responsibility, of course.",,,4841
WOS:000399286600017,"I am grateful to Arif Ahmed, Tim Button, Adam Caulton, Fiona Doherty, Owen Griffiths, Mirja Holst, David Liggins, Alex Oliver, Shyane Siriwardena, Rob Trueman, Nathan Wildman, and the anonymous referees from Synthese for helpful comments. This work was presented at the Serious Metaphysics Group (Cambridge), the Joint Sessions 2014 (Cambridge), the 8th European Conference of Analytic Philosophy (Bucharest), and the Issues on the (Im)possible II Conference (Bratislava). I would like to thank the organisers and audiences for helpful discussion and in particular Daniel Dohrn for giving a response to this paper at the last mentioned conference. Special thanks to Richard Woodward for providing detailed written comments on an earlier version of this paper. This research was supported by the Robert Smithson Studentship from the Faculty of Philosophy at the University of Cambridge and by an Analysis Studentship from the Analysis Trust.",,,4842
WOS:000399286600018,"Special thanks to my Ph.D. supervisor John Worrall, with whom this paper was developed. Most of the ideas and much of the writing of the first two sections of the paper is John’s. Thanks also to Nancy Cartwright and Michael Hardimon who both commented on earlier drafts of this paper, to Sir Iain Chalmers for insisting that I use real examples wherever possible, to the University of California at San Diego Graduate Conference attendees (organized by Michael Hardimon), to attendees of the “Evidence in Science and Epistemology” conference in Helsinki (especially Maria Lasonen-Aarnio, Petri Ylikoski, and Markus Lammenranta), to Have Carel and Alexander Bird for hosting me to give a talk about this paper at the University of Bristol and for providing useful comments. Andrew Turner, Frank Miller, and Wiebe Van Der Hoek gave useful feedback on earlier versions of the manuscript. Students taking part in the Oxford Philosophy of Medicine Seminar Series at All Souls, Oxford, including Matthew Clark, Meghana Mishra provided useful insights.",,,4843
WOS:000399286600019,"Versions of this paper were presented at the conferences: ‘Perspectives on Intentionality’, Fefor (Norway), ‘Epistemic Justification’, University of Groningen and at King’s College London. I am very grateful to the audiences on all three occasions for their helpful questions. Thanks in particular to Clayton Littlejohn and to Anders Nes for helpful discussions. And many thanks also to two anonymous referees whose comments and criticisms very substantially improved this paper.",,,4844
WOS:000401667100002,I would like to express my gratitude to three anonymous referees for their careful reading of earlier versions and for many helpful suggestions.,,,4845
WOS:000401667100003,Thanks to the editors of this special issue for putting it together and to a number of anonymous referees for very helpful comments. This work was supported by the Arts and Humanities Research Council [Grant Number AH/K008188/1].,,,4846
WOS:000401667100004,"It is a great pleasure to contribute to Pascal Engel’s Festschrift on the occasion of his 60th birthday. One particular topic I’ve had the opportunity to discuss with him in some detail is assertion, and in particular, assertoric norms, and so naturally, this is a topic I thought would be most fitting to explore here. Thanks also to Julien Dutant, Davide Fassio and Anne Meylan and two anonymous referees at Synthese, and also to Emma C. Gordon for helpful conversation. An ancestor paper to this one ‘Engel on Knowledge Account of Assertion’–appeared in Liber Amicorum Pascal Engel, eds. J. Dutant, D. Fassio & A. Meylan, University of Geneva, 158–168.",,,4847
WOS:000401667100005,Thanks also to two anonymous referees for Synthese who provided detailed comments on an earlier version of this paper.,,,4848
WOS:000401667100006,Thanks to Synthese’s referees for their thoughtful comments on this paper. This work was funded by an OT grant from KU Leuven’s Special Research Fund (BoF).,,,4849
WOS:000401667100007,"It is with great pleasure that I contribute the essay that follows to a volume to honor my esteemed friend and colleague, Pascal Engel. Whatever the merits of the current essay, it was provoked by Pascal when he invited me to contribute a lecture on common sense to a conference in Geneva. Having presented a lecture, I thought no more of what use to make of it until the invitation to contribute to this volume arrived. Then I thought, whatever the merits or lack thereof, it was my good friend Pascal who was responsible for the lecture coming into existence. So here are my thoughts in the form of a revised lecture on common sense for a philosopher of admirable philosophical sense that is not at all common.",,,4850
WOS:000401667100008,"This is a revised and amended version of a paper that initially appeared in the Liber Amicorum Pascal Engel edited by A. Meylan, J. Dutant and D. Fassio, on the Occasion of P. Engel’s 60th birthday. I am indebted to Bryan Renne, Jennifer Nagel, Paul Marty, Ivano Ciardelli, Floris Roelofsen, Michael Blome-Tillmann, Jim Pryor, Natasha Wights-Hickman, Bill Child, Timothy Williamson, and to four anonymous reviewers for helpful comments and criticisms. I also wish to thank audiences in Madrid, Paris, and Oxford, for questions and discussions. Thanks to grants ANR-10-LABX-0087 IEC and ANR-10-IDEX-0001-02 PSL* for research conducted at the Department of Cognitive Studies at ENS, and to the Swedish Collegium for Advanced Study where this paper was set in final form.",,,4851
WOS:000401667100009,"Thanks to two anonymous referees of this journal, and to Pascal Engel for stimulating ongoing discussions on knowledge. This work has been supported by the following two grants: ANR-10-LABX-0087 IEC and ANR-10-IDEX-0001-02 PSL.",,,4852
WOS:000401667100010,I am grateful to Janneke Huitink and to two anonymous referees for helpful comments on previous versions of this paper.,,,4853
WOS:000401667100011,0,,,4854
WOS:000401667100012,"I am grateful to Jonathan Weisberg as well as three anonymous reviewers for their constructive feedback, and to Kevin Kuhl for proof-reading an earlier version of this paper. My research was supported by the Canadian SSHRC through its Insight program and by the Connaught Foundation through its New Researcher program.",,,4855
WOS:000401667100013,"I would like to thank Douglas Edwards for a helpful exchange, and Michael Lynch for several helpful and congenial conversations about the issues discussed in this paper. I would also like to thank the anonymous referees for this journal for many helpful suggestions which significantly improved the paper, especially one whose efforts were exceptionally conscientious.",,,4856
WOS:000401667100014,I am grateful to Luke Kwong for his help and advice in writing this paper. I would also like to thank two anonymous referees for Synthese for their insightful comments and suggestions.,,,4857
WOS:000401667100015,Withheld for blind review.,,,4858
WOS:000401667100016,"This paper was written in 2010 and though revised several times since that time, the basic structure and the central argument have remained consistent. At different stages, thanks to Justin Clarke-Doane, Yu Guo, Sharon Street, and Daniel Waxman for comments and discussion. Thanks also to several anonymous referees.",,,4859
WOS:000401667100017,"This paper began life as part of a talk I gave at Northwestern University in September 2011. An abridged version was presented at the Center for Hellenic Studies in April 2012. A fuller version was given at a conference on ancient and contemporary Pyrrhonism held at the Universidade Federal do Paraná in May 2013. I am grateful to the participants at that conference—in particular, Richard Bett and Stephane Marchand—for their critical remarks. I would also like to thank three referees for Synthese for their comments and questions, which allowed me to clarify the aim of this paper and the nature of the neo-Pyrrhonian response to DDA.",,,4860
WOS:000401667100018,"This work has been generously supported by the Fritz Thyssen Stiftung für Wissenschaftsförderung. I’d also like to thank Albert Newen, Hanjo Glock, Cameron Buckner, Peter Brossel and Markus Werning for discussion, as well as two anonymous reviewers for their constructive criticism and their extremely helpful comments on the manuscript.",,,4861
WOS:000401667100019,"I thank Claus Beisbart, Michael Esfeld, Hannes Leitgeb, Thomas Müller, Tilman Sauer, Raphael Scholl, and participants of the research colloquium AG Muller in Konstanz for comments on the paper at various stages of the writing process.",,,4862
WOS:000401667100020,"I would like to thank Philip Percival and Penelope Mackie for help with a much early version of this paper. I would also like to thank Kelly Ann Schmidtke, Jon Robson, James Andow, and Ben Smart for helpful comments and advice. I am also appreciative of two anonymous referees who helped to improve this paper even further.",,,4863
WOS:000401667100021,"I am grateful to a number of friends and colleagues for feedback on early drafts of this work, including Pierrick Bourrat, Mark Colyvan, Paul Griffiths, Qiaoying Lu, John Matthewson and Arnaud Pocheville. Special thanks is due to Paul Griffiths and Arnaud Pocheville, who gave me extremely useful help and encouragement over the course of developing this work. Thanks to the National Social Science Fund of China (Grant Number: 14ZDB018).",,,4864
WOS:000401667100022,"Michael Arsenault’s contribution was aided by funding from the Social Sciences and Humanities Research Council of Canada (SSHRC) award number 752-2012-2079. For comments and conversation, thanks to: Fatema Amijee, Adam Bradley, John Campbell, Imogen Dickie, Benj Hellie, Zac Irving, Alex Kerr, Diana Raffman, Mason Westfall. Thanks also to two anonymous referees for their immensely helpful feedback.",,,4865
WOS:000401667100023,"This research was supported by the Alexander von Humboldt Foundation. The authors thank several anonymous reviewers for helpful comments, as well as audiences of the 2013 EPSA Conference, Helsinki, and of the ‘Modeling epistemic and scientific groups’ 2013 Workshop, Nancy.",,,4866
WOS:000401667100024,Thanks to Robin Le Poidevin and Jason Turner for their feedback on early drafts of this work. Thanks also to two anonymous reviewers for this journal for their helpful feedback and encouragement.,,,4867
WOS:000403982400002,"I presented preliminary versions of this paper at the following conferences and colloquia: the Workshop on Language and Interpretation held at UNAM, March 20–23, 2013; the University of Kentucky Philosophy Colloquium and Linguistics Seminar Series, October 4, 2013; the University of Iowa Philosophy Colloquium, November 15, 2013; the Phling Workgroup at Northwestern University, November 22, 2013; and the meeting of the Pacific Division of the APA, San Francisco CA, April 16–20, 2014. I am grateful to all the participants in these events who pushed me to clarify my views, but in particular I would like thank Robin Carston, Bart Geurts, Tim Sundell, Michael Glanzberg, Benjamin Rohrs and Dylan Sabo for their helpful and challenging feedback. Finally, this paper has been revised substantially in response to comments from several anonymous referees for Synthese. The paper benefited from their detailed criticisms, and I am grateful for their assiduous service to the profession.",,,4868
WOS:000403982400003,"I would like to thank audience at the Xmas Epistemology Fest (University of Edinburgh, 2012), the Graduate Conference in Theoretical Philosophy (University of Groningen, 2013), and the 87th Joint Session of the Aristotelian Society & Mind (University of Exeter, 2013). I would also like to thank Mikkel Gerken, Allan Hazlett, Duncan Pritchard and five anonymous referees from Synthese for their invaluable comments on earlier drafts. A special thank goes to Davide Fassio for his considerable feedbacks and support. I benefited from the China Scholarship Council/University of Edinburgh Scholarship and a Jacobsen Studentship.",,,4869
WOS:000403982400005,"Thanks to Bob Adams, Siegfried Jaag, Matthew Kotzen, Marc Lange, L.A. Paul, and John Roberts for comments on earlier drafts of this paper. Thanks also to two anonymous referees for this journal.",,,4870
WOS:000403982400006,"Special thanks to an audience at the APA Eastern Division Meeting, 2012, and particularly my commentators at that meeting, Lindley Darden and Lindsay Craig, without whom several of the best ideas here would be missing. Helpful comments were also provided at the APA by Tyler Curtain, Marc Lange, Massimo Pigliucci, and Beth Preston. Thanks as well to an audience at the 2012 PSA, especially Joshua Filler and Michael Goldsby, and an audience at the Notre Dame History and Philosophy of Science Colloquium, especially Anjan Chakravartty, Melinda Gormley, Christopher Hamlin, Pablo Ruiz de Olano, and Tom Stapleford. Finally, thanks to Edward Jurkowitz, Roberta Millstein, Grant Ramsey, and six anonymous referees for comments on various drafts of this paper. As usual, commentary should not be taken to imply endorsement, and all flaws are undoubtedly mine.",,,4871
WOS:000403982400007,0,,,4872
WOS:000403982400008,"I would like to thank three reviewers for their generous and constructive comments. Earlier versions of this paper were presented at the philosophy seminar at the University of Adelaide and the Minds Online 2015 conference. On the latter occasion I benefitted from written comments from Matt Boyle, Zoe Jenkin and Chris Tucker. I would like to thank the participants of both events for many insightful comments and suggestions.",,,4873
WOS:000403982400009,"Work on this paper was supported by DFG Grant SCHU1566/9-1 as part of the priority program “New Frameworks of Rationality” (SPP 1516). For helpful comments on a presentation of this paper, I am thankful for an audience at EPSA 2015. For helpful discussions, I am thankful to Ludwig Fahrbach, Gerhard Schurz, and Ioannis Votsis. Finally, I am especially thankful two anonymous referees for Synthese who provided excellent comments and suggestions concerning an earlier draft of the paper.",,,4874
